id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1044711328406583666,Roibooking Appartamento - Academy Industrial Chic,415603931,Christian,,Bergamo,45.70300360451021,9.674571423575916,Entire home/apt,92,1,8,2024-04-27,2.33,4,356,8,
1044864190923298432,"CASA GERRY
Bergamo centro",550660962,Laura,,Bergamo,45.69614115454317,9.676865458339552,Entire home/apt,169,1,3,2024-02-18,0.49,1,135,3,
1045014882796104339,A pochi passi dal centro,550700746,Venecia Astros,,Bergamo,45.6880612018385,9.671277378459369,Entire home/apt,135,1,0,,,1,256,0,
1045091951732934631,{Mag House} Vista lago + box auto,567183496,Marco,,Ranzanico,45.79068981261776,9.949738485319525,Entire home/apt,73,2,14,2024-06-17,3.31,1,103,14,016179-LNI-00008
1045378310782682066,Quarenghi 31/C,483594284,Le Case Di Anita,,Bergamo,45.6903063829182,9.66797688322878,Entire home/apt,127,1,0,,,2,112,0,015146-CNI-06881
1045409312854239424,Agricamera Camomilla,122095665,Sara,,Stezzano,45.638164469258626,9.666422373019664,Private room,66,1,2,2024-05-30,1.58,3,256,2,CIR: 016207-AGR-00001
1045451811653797960,Agricamera Lavanda,122095665,Sara,,Stezzano,45.63691910887298,9.666103443059496,Private room,79,1,0,,,3,244,0,CIR: 016207-AGR-00001
1045569234537743965,Appartamento Centro Bergamo - Atmosfere del Borgo,550807805,Stefano,,Bergamo,45.6946534,9.687907599999999,Entire home/apt,170,1,0,,,1,270,0,
1046168278879667204,La casa di Giada vi aspetta,550933932,Giada,,Bergamo,45.692515199999995,9.702602788360597,Entire home/apt,80,2,0,,,1,188,0,
1046202115276698352,Nur 1 Casa Vacanze BG Città Alta,513286307,Marcello,,Bergamo,45.704449927538676,9.662148356437683,Entire home/apt,103,1,1,2024-02-03,0.20,3,257,1,
1046329809091514685,[Lameca Moon & Sun] ai piedi di Città Alta Bergamo,383626332,Lorenzo & Matteo,,Bergamo,45.70446862344126,9.674358294448112,Entire home/apt,305,2,13,2024-05-26,2.41,3,243,13,016024-LNI-00134
1047167272364168345,Casa La Corte in centro - Self Check in - Giardino,405469465,Linda,,Clusone,45.88871003570667,9.940705465606703,Entire home/apt,360,2,0,,,8,26,0,016077-LNI-00011
1047212898957342299,Traditional Italian House - Bergamo,551144316,Georgiana,,Bergamo,45.68866620622336,9.662012569606304,Entire home/apt,170,3,1,2024-04-21,0.42,1,296,1,
1047816187594587055,Camera Doppia o Tripla,29723480,Jacopo,,Grassobbio,45.65606010137517,9.720994269905553,Private room,63,1,4,2024-06-23,2.61,7,22,4,
1047951467193248370,Casa Beccarie Centro storico,159941614,Giuliana,,Lovere,45.8167493,10.0744762,Entire home/apt,126,1,1,2024-03-12,0.27,1,311,1,
1048509638845429385,Appartamento centro Bergamo,131028342,Minushe,,Bergamo,45.68466001406941,9.66645948905827,Entire home/apt,,1,3,2024-04-14,0.66,5,0,3,
1048531849976337563,BebS.Giorgio,551378299,Maddalena,,Costa Volpino,45.833767001399174,10.073285736143589,Private room,120,1,0,,,1,167,0,016086-BEB-00007
1048538123109766737,Delfi - amazing design apartment with Lake view,57608152,Enjoy,,Parzanica,45.7311729849136,10.048351098647075,Entire home/apt,500,1,3,2024-06-28,0.67,17,135,3,016159-LIM-00016
1048540315836345438,Soffio Rugiada - spacious terrace with Lake view,57608152,Enjoy,,Fonteno,45.75870680597228,10.019755230658484,Entire home/apt,300,1,0,,,17,147,0,016102-LIM-00001
1048712157290493405,Heart Appartment,129156695,Anila,,Bergamo,45.68895240657337,9.659448037236047,Entire home/apt,80,2,2,2024-05-18,1.18,1,262,2,
1049099500811765484,[Vista lago]Romantico appartamento in pieno centro,362361945,Diego,,Lovere,45.8171185,10.074714,Entire home/apt,76,1,31,2024-06-16,4.89,1,256,31,
1049136945954840276,Stanza privata in montagna,479206802,Elena,,Selvino,45.7810329,9.751775199999999,Private room,24,1,0,,,1,260,0,
1049148414638423043,Casina del sole,12117343,Daniele,,Schilpario,46.0109569,10.1499822,Entire home/apt,100,1,1,2024-01-01,0.16,1,69,1,
1049204030195390617,Ca' Bilofer,551517657,Irene,,Seriate,45.68116937167723,9.71283583289012,Entire home/apt,87,1,21,2024-06-23,3.46,1,239,21,
1049249274477360954,La casa di Susa,322378084,Susanne,,Treviglio,45.51518,9.59347,Entire home/apt,75,1,12,2024-04-28,2.08,1,166,12,
1049760122275382636,casa vacanza bilocale,551643739,Casevacaza,,Bergamo,45.688909449545235,9.671728027420222,Entire home/apt,95,2,4,2024-05-27,1.33,13,365,4,
1049770408240169675,Casa vacanza Bilocale,551643739,Casevacaza,,Bergamo,45.689639562948884,9.671689263961364,Entire home/apt,95,2,2,2024-05-01,0.85,13,269,2,
1049774874281012285,Case vacanza Monolocale,551643739,Casevacaza,,Bergamo,45.690010405443594,9.669931884149383,Entire home/apt,75,2,0,,,13,365,0,
1049777892556288141,Case vacanza Monolocale,551643739,Casevacaza,,Bergamo,45.68880427721653,9.669997229659788,Entire home/apt,75,2,0,,,13,365,0,
1049780188135338427,Casa vacanza Appartamento bilocale,551643739,Casevacaza,,Bergamo,45.68883164136111,9.671991521984566,Entire home/apt,65,2,2,2024-03-04,0.37,13,365,2,
1049786010864784609,Case vacanza Monolocale,551643739,Casevacaza,,Bergamo,45.68812,9.67134,Entire home/apt,75,2,0,,,13,269,0,
1049788756425831619,La Casa nel Borgo,76149567,Marisa Rosaria,,Tavernola Bergamasca,45.7091296987611,10.04647425590616,Entire home/apt,117,2,0,,,14,269,0,
1049791303075150089,Casa vacanza Camera matrimoniale,551643739,Casevacaza,,Bergamo,45.69046413867009,9.671681146360552,Entire home/apt,55,2,6,2024-05-28,1.70,13,351,6,
1049794456924572933,Case vacanza Camera matrimoniale,551643739,Casevacaza,,Bergamo,45.68953,9.67073,Entire home/apt,,1,1,2024-06-20,1,13,365,1,
1049798286024790026,Casa vacanza Camera matrimoniale,551643739,Casevacaza,,Bergamo,45.69042,9.67161,Entire home/apt,55,2,0,,,13,365,0,
1049799742604175149,Case vacanza Camera Matrimoniale,551643739,Casevacaza,,Bergamo,45.69010766784757,9.67010168373622,Entire home/apt,55,2,0,,,13,365,0,
1050661599705003912,Room B - Shared apartment,398520762,Felipe,,Treviglio,45.52541746866861,9.595028860624653,Private room,38,1,29,2024-06-23,4.70,3,234,29,
1051483435878797622,BG Central Royal Suite + parking,522905347,Enxhi,,Bergamo,45.7018123,9.667511,Entire home/apt,175,1,82,2024-06-28,13.09,4,247,82,
1051916223657003715,HolidaysInBergamo. Hemingway Apt,552095369,Luca,,Bergamo,45.68655020928504,9.662695250874785,Entire home/apt,108,1,3,2024-02-26,0.58,2,205,3,
1052070033464372107,Affittimoderni San Simone - Vals30,21763382,Compagnie Immobiliari Associate,,Valleve,46.04322770783281,9.70644658055451,Entire home/apt,94,1,0,,,13,85,0,016226-LNI-00001
1052972059517563152,Comodità tra Milano e Bergamo,552301845,Antonio,,Capriate San Gervasio,45.6179195,9.5242668,Entire home/apt,119,1,0,,,1,152,0,
1052989848544992834,Post Office Holidays House,83038297,Piera,,Bergamo,45.705103297243525,9.681153665606672,Entire home/apt,100,1,1,2024-01-01,0.16,1,345,1,
1053327949017813960,Xino Terrace View by Interhome,161550273,Alessandra - Interhome Group,,Fonteno,45.76203,10.029049,Entire home/apt,322,1,2,2024-05-30,0.66,2,114,2,016102-LNI-00005
1053404967641794783,Splendido per 6 persone,552375370,Carlo,,Bergamo,45.69415760337407,9.630683039931139,Entire home/apt,180,2,0,,,1,180,0,
1053508221401557778,HolidaysInBergamoHermannHesseApt,552095369,Luca,,Bergamo,45.686979910146384,9.66328173439333,Entire home/apt,105,1,2,2024-03-15,0.37,2,215,2,
1053584673690680173,caldo monolocale soppalcato,422532627,Margherita,,Ornica,45.98817718338819,9.5789866199934,Entire home/apt,120,1,0,,,2,106,0,
1053917003939576018,Relax sul lago di Iseo,552469370,Maurizio,,Sovere,45.81820197412895,10.02588886745661,Private room,240,1,1,2024-04-01,0.33,1,263,1,
1056381859511426013,A Casa di Sara 2 - B&B,201216882,Sara,,Bergamo,45.70015145879511,9.699311784506786,Private room,56,1,40,2024-06-21,7.36,3,142,40,
1056485206004108791,Villetta sul paesaggio,403464590,Silvia,,San Pellegrino Terme,45.8334833,9.6632193,Private room,87,1,2,2024-02-18,0.33,1,247,2,
1056991664182835289,"AK Homes - Apartment A, close to the airport",45519313,Alessio,,Azzano San Paolo,45.66803860043523,9.67613142327882,Entire home/apt,165,1,42,2024-06-27,8.40,3,79,42,
1057031166290859355,"“Sweet  balcony with view of 
Lake Iseo”",436661395,Inga,,Tavernola Bergamasca,45.701489333440506,10.05153939127922,Entire home/apt,85,1,26,2024-06-23,5.82,2,297,26,
1057231049921208860,Dagli Olivari: i Vicini,553319768,Alessandra,,Gromo,45.96948,9.92829,Entire home/apt,79,2,1,2024-02-18,0.22,1,117,1,
1058101978778442848,En el centro de bergamo,472900615,Caro,,Bergamo,45.691168903576674,9.662390761077404,Entire home/apt,101,1,12,2024-05-12,2.43,1,237,12,
1058105188096426812,Casa San Bernardino 17 in the heart of Bergamo,6250354,Daria,,Bergamo,45.69016555413672,9.662971514160118,Entire home/apt,69,1,72,2024-06-23,12.71,1,19,72,016024-CNI-00817
1058607131596386159,Appartamento Melody,410276985,Samantha,,Rovetta,45.8932649,9.9880786,Entire home/apt,115,2,2,2024-05-19,0.39,2,303,2,
1058668101967592815,Deluxe Apartment La Castagna,553659051,Matteo,,Valbrembo,45.7222671,9.6195983,Entire home/apt,93,1,34,2024-06-25,6.26,1,230,34,
1060204959890343532,Villa in Riva di Solto,52617669,Robert,,Riva di Solto,45.77771147653552,10.042417767555934,Entire home/apt,400,4,0,,,1,297,0,
1060656892784663624,Loft experience Amore o Psyche,528019128,Matteo,,Almenno San Bartolomeo,45.76504647460641,9.556836886528943,Entire home/apt,414,1,5,2024-06-18,1.04,2,85,5,016006-LNI-00001
1060719843704967626,Case Vacanza Monolocale,551643739,Casevacaza,,Bergamo,45.6896860328152,9.671487951244686,Entire home/apt,75,2,7,2024-04-23,1.30,13,353,7,
1060769445179012253,Presolana House,182898266,Alessandra,,Castione della Presolana,45.930977103083514,10.086782757767311,Entire home/apt,85,2,1,2024-03-09,0.26,1,307,1,
1061366891547073763,Case Vacanza Monolocale,551643739,Casevacaza,,Bergamo,45.688693643765454,9.671168804017205,Entire home/apt,75,2,1,2024-04-10,0.37,13,365,1,
1062149358447566599,appartamento pian terreno,190267551,Marie-Josée,,Monasterolo del Castello,45.7631705,9.9322845,Entire home/apt,63,1,0,,,3,109,0,
1062211399897775342,The Artists' House - airport border city line,554627085,Vernadette,,Seriate,45.6863269,9.7249622,Entire home/apt,67,3,6,2024-06-25,1.70,2,167,6,016198-LNI-OOO26
1062216322744983885,La Maison de Vernadette - airport border city line,554627085,Vernadette,,Seriate,45.68684242222758,9.724363023020377,Entire home/apt,66,3,13,2024-06-24,2.48,2,168,13,016198-LNI-00026
1062220851683342655,Relax e silenzio a Oltre il Colle,194732566,Vale,,Oltre il Colle,45.8902276,9.7670744,Entire home/apt,52,1,4,2024-06-02,0.74,1,215,4,
1062369565167453059,Grazioso monolocale a Bergamo due passi dal centro,554186673,Stefania,,Bergamo,45.68029084229476,9.65055693758294,Entire home/apt,69,1,37,2024-06-29,6.57,1,220,37,016024-LNI-00150
1063059236858376297,Lakeview Escape,428582,Robbie,,Riva di Solto,45.7811469,10.0386622,Entire home/apt,155,2,7,2024-06-14,2.21,1,120,7,016180-CNI-00062
1063495623567911274,Rooms A+B - Shared apartment,398520762,Felipe,,Treviglio,45.5265011258232,9.594888526719169,Private room,85,1,0,,,3,241,0,
1063625177834577956,Casa e relax,554456753,Federica,,Sant'Omobono Terme,45.8238895,9.4904919,Entire home/apt,42,1,0,,,1,361,0,
1063721836279888457,P&P Atmosfera Apartment,554873809,Iacopo,,Bergamo,45.69224285323178,9.663468127356888,Entire home/apt,74,1,2,2024-03-09,0.37,1,177,2,
1063764426579929221,"Trilocale moderno Vista lago, Wi-Fi-checkin24h",555063391,Simone,,Ranzanico,45.78806443244005,9.93615487659008,Entire home/apt,230,1,1,2024-04-04,0.34,1,220,1,016179-CIM-00002
1063768751662560077,LaPiccolaParigi casa vacanze,555065130,Emilio,,Ponte Nossa,45.86213690296113,9.880271932789944,Entire home/apt,70,2,0,,,1,80,0,
1064320115945306571,Luxury house near the funicular,484059995,Federico,,Bergamo,45.7004665,9.666106599999999,Entire home/apt,219,1,10,2024-06-12,2.33,1,355,10,
1064422947414812257,Mountain View,423512599,Enzo,,Piazza Brembana,45.9439833,9.670176976699999,Entire home/apt,159,2,2,2024-05-05,0.45,4,289,2,
1064573552446325577,Nuovo monolocale a Zogno,555316603,Vilma,,Zogno,45.7975698,9.6759323,Entire home/apt,50,5,1,2024-01-13,0.18,1,240,1,
1065061797590407941,Mansarda Morlana,10370057,Kulsoom,,Alzano Lombardo,45.732849002156534,9.723366503017855,Entire home/apt,100,2,10,2024-06-18,3.30,1,274,10,016008-LNI-00006
1065174912239550272,2 Bedrooms Garden view Terrace 6 guests,7321466,Guido,,Bergamo,45.7027402,9.6743011,Entire home/apt,233,1,2,2024-05-17,1.07,5,134,2,
1065202774748345682,Esterina House,555490953,Alessandro,,Cerete,45.871286803413014,9.993705935776234,Entire home/apt,75,2,1,2024-02-18,0.22,1,237,1,
1065255944801813353,Appartamento con vista,277386518,Sebastiano,,Caravaggio,45.5063332,9.645818199999999,Entire home/apt,83,2,6,2024-06-16,1.09,1,259,6,
1065316242943970799,Appartamento intero,541223624,Giacomo,,Osio Sotto,45.61807892015092,9.594954268900873,Entire home/apt,54,3,8,2024-06-02,2.14,2,89,8,
1065714771273647190,"Bergamo Center |SUITE MIA| New, Near the Station",454213784,Matteo,,Bergamo,45.691492806899674,9.66149566517731,Entire home/apt,709,1,9,2024-06-19,1.90,1,255,9,016024-CIM-00693
1066508397438861237,Stanza con giardino a Bergamo.,123410601,Mathilde,,Bergamo,45.71383941971412,9.679346410386904,Entire home/apt,80,2,0,,,2,247,0,
1067313547439627428,Casa vacanza Mughetto,76149567,Marisa Rosaria,,Sarnico,45.676409,9.977381,Entire home/apt,167,2,0,,,14,206,0,
1067336513581304089,5 camere con bagno privato,556077635,Silvia,,Valgoglio,45.974674138538624,9.91288460791111,Private room,290,1,0,,,2,268,0,
1067396353551814389,Appartamento Balcone al sole,542292296,Barbara,,Bergamo,45.7114436,9.697293,Entire home/apt,85,2,4,2024-06-02,1.41,1,338,4,CIR 016024- CNI-00811
1067459181341264848,Garden - Monolocale con giardino,438776038,Giulia,,Bergamo,45.71659209914109,9.664402141802979,Entire home/apt,100,2,5,2024-05-05,1.76,1,234,5,016024-CIN00744
1067846686251678269,[High City] Elevator - WiFi - Modern Apartment,429536165,Andrea Giacomo Maria,,Bergamo,45.705062766667915,9.661835679832995,Entire home/apt,148,1,22,2024-06-15,4.93,4,144,22,Numero CIR 016024 - LNI - 00037
1067937169628509103,9️⃣ Essential x 5 (+1) perfect for a short stay,209457266,L Raffaele,,Bergamo,45.6925798,9.677549299999999,Entire home/apt,100,1,22,2024-06-24,5.16,3,348,22,
1068040442794998583,"[Casa Ipogea] Elegant Apartment, 2 bathroom, Wi-Fi",429536165,Andrea Giacomo Maria,,Bergamo,45.70539619362239,9.656956141413064,Entire home/apt,150,2,9,2024-06-17,1.82,4,128,9,Numero CIR 016024 - LNI - 00036
1068197992212713094,Casetta in montagna,94297216,Cri,,Vilminore di Scalve,46.000675649343236,10.09956240350553,Entire home/apt,93,2,0,,,1,259,0,
1068644913053864628,Caniana apartment,422865352,Paolo,,Bergamo,45.68543495065762,9.659470170736313,Entire home/apt,65,1,46,2024-06-26,8.47,2,328,46,
1069413441799593387,B&B Arlecchino,237691875,Michele,,Villa d'Alm�,45.74723643549545,9.612553735581967,Private room,79,1,2,2024-04-28,0.87,1,12,2,
1069692903110560942,BiancoPerla - Terrace and A/C,199444892,Flavio,,Bergamo,45.7020467,9.672267699999999,Entire home/apt,152,3,13,2024-06-01,2.53,22,129,13,016024-CIM-00698
1070766022784787959,La casa sulla collina vista lago,557003539,Per,,Riva di Solto,45.78280086950429,10.041265241802995,Entire home/apt,132,2,7,2024-06-25,2.69,1,182,7,016180-LNI-00025
1070985107546595154,Ronco,291210398,Claudio Adriano,,Schilpario,46.01376482647504,10.139005556702614,Entire home/apt,500,1,1,2024-02-11,0.21,3,270,1,
1071014658893401753,[near Orio] BGY Malpensata HOUSE,309551089,Emanuele,,Bergamo,45.68525817376968,9.678281696608733,Entire home/apt,140,1,10,2024-06-16,1.95,6,79,10,016024-LIM-00021
1071086091409771169,Bike house 5 classic,18217993,Claudia,,Seriate,45.684053992621685,9.715425796958908,Entire home/apt,110,3,0,,,5,365,0,
1071727941042762630,Casa Adriana Foppolo 3 camere da letto,541970090,Laura,,Foppolo,46.04653390000001,9.7551573,Entire home/apt,160,2,8,2024-05-05,1.55,1,201,8,
1072190822560204009,[near Funicolar] Bergamo Alta Design HOUSE 2,309551089,Emanuele,,Bergamo,45.70430396635965,9.664286207227558,Entire home/apt,205,1,20,2024-06-06,3.70,6,72,20,016024-LIM-00023
1072584652320458336,[Esclusivo 120 MQ] nel cuore di Bergamo,468505953,Alessandro,,Bergamo,45.69061175563848,9.67198542698366,Entire home/apt,175,1,1,2024-02-25,0.24,5,95,1,016024-CIM-00697
1073229786161532768,cls 5,439653151,Giovanni,,Stezzano,45.6533365004437,9.651929140090942,Entire home/apt,68,2,0,,,3,238,0,
1073242840858716453,[6 Minuti Airport Orio al Serio]Vista Fiume e Wifi,112992531,Laura,,Seriate,45.6842129,9.7220886,Entire home/apt,142,1,28,2024-06-26,5.96,1,53,28,
1073354655954329242,Edificio storico del 1600 in BG Centro +Parcheggio,61414283,Jes,,Bergamo,45.68533013686826,9.663386562863598,Entire home/apt,809,1,1,2024-03-17,0.28,17,336,1,
1073639364391297148,Number Nine,551225009,Davide,,Sarnico,45.6687179,9.9584295,Entire home/apt,120,1,0,,,1,44,0,
1073710070310463865,Dimora San Giulio,557733028,Andrea,,Bonate Sotto,45.6656604,9.5615721,Entire home/apt,100,1,2,2024-03-29,0.53,1,215,2,
1073753327271061200,4 - Tripla e Quadrupla,225105146,Doris,,Villa d'Alm�,45.748775452780436,9.612067150076687,Private room,100,1,4,2024-04-29,1.21,5,268,4,
1073763659130632595,[Self Check-in & Wi-Fi] 15 min to Lake Iseo,435195606,Antonio,,Foresto Sparso,45.69676130677189,9.899220464524113,Entire home/apt,126,2,6,2024-05-26,1.82,1,55,6,016104-LNI-00001
1073925928234736597,Al Cortiletto,53272675,Pietro,,Bergamo,45.69376328032086,9.650325179100037,Entire home/apt,59,3,11,2024-06-20,2.62,2,57,11,
1074090259775117674,Trailhead Flat,303738147,Amy,,Cornalba,45.85109324435036,9.744383327696383,Entire home/apt,62,2,0,,,2,257,0,1008/2
1074549059937118433,Superior Room - cascina di Bea,52610060,Beatrice,,Torre Boldone,45.731395,9.697885,Private room,73,1,4,2024-06-13,0.90,2,118,4,
1074625540892878358,"Casa fiocco con giardino - WiFi, Self Check in",405469465,Linda,,Clusone,45.88700677784745,9.930871630613666,Entire home/apt,240,2,0,,,8,28,0,016077-LNI-00012
1074654473208366574,Luis Home Design,473630347,Luis Alberto,,Solto Collina,45.788444203560545,10.024676596945872,Entire home/apt,188,1,6,2024-05-30,2.12,1,123,6,CIR: 016200-CNI-00038
1075048226855370727,A Casa di Sara 1 - B&B,201216882,Sara,,Bergamo,45.70009075939531,9.69947509508789,Private room,58,1,45,2024-06-25,8.77,3,145,45,
1075232153227201111,Mansarda Panoramica in centro,502587947,Alex,,Oltre il Colle,45.8907691,9.7698611,Entire home/apt,75,1,1,2024-03-16,0.28,7,236,1,
1075266510807428454,Villetta Residence con Piscina,76149567,Marisa Rosaria,,Parzanica,45.7327096,10.0478209,Entire home/apt,144,1,0,,,14,131,0,
1075360555520686814,Stanza  Airport,485491141,Uriel,,Azzano San Paolo,45.660740295057934,9.675433337688446,Private room,55,1,47,2024-06-28,10.44,1,7,47,
1075373130525153422,Tiny House Valbondione [wi-fi],70969220,Luca,,Valbondione,46.03294785991952,10.002847909927368,Entire home/apt,75,7,0,,,1,228,0,
1075530756592549881,Appartamento Elegante Terrazza+Parcheggio Gratuito,515404965,Pietro,,Lovere,45.81750299999999,10.07391,Entire home/apt,103,1,28,2024-06-22,5.96,1,173,28,CODICE CIR : 016128-LNI-00024
1075848185933684574,Ai piedi delle mura 2,43850786,Francesca,,Bergamo,45.70406074903612,9.674170730497487,Private room,47,2,26,2024-06-14,5.03,2,184,26,
1075942674954638725,B&B Bam Bam 2 Guests,533217085,Matteo,,Bergamo,45.710791712560706,9.683921345797305,Private room,69,1,12,2024-06-14,3.56,1,12,12,
1076078461752544959,Urban - amazing experience near Bergamo,173142625,Nicola,,Alzano Lombardo,45.734552,9.72865,Entire home/apt,98,1,14,2024-06-23,9.55,2,155,14,CIR.  016008-CIM-00011
1076187192487950230,Appartamento con posto auto,558416618,Roberto,,Bergamo,45.69659938866492,9.653550046940884,Entire home/apt,85,3,21,2024-06-23,5.48,1,201,21,
1076233766259426518,[near Funicolar] Bergamo Alta Design HOUSE 1,309551089,Emanuele,,Bergamo,45.703789146946924,9.664008618374748,Entire home/apt,199,1,12,2024-06-14,2.43,6,82,12,016024-LIM-00023
1076703461519391542,Camera,553488575,Elisabetta,,Villa d'Ogna,45.91036,9.93576,Private room,80,1,0,,,2,269,0,
1076714753351822946,Camera,553488575,Elisabetta,,Villa d'Ogna,45.91046,9.935,Private room,80,1,0,,,2,268,0,
1076745524123699471,Appartamento,558542028,Chiara,,Bergamo,45.7032980990187,9.677313403041085,Entire home/apt,64,1,0,,,1,359,0,
1077327707546131246,"Lu R&A
a 800 metri dal centro storico
Apt.: 101",53418581,Tiziano,,Bergamo,45.6830833,9.6552848,Entire home/apt,110,2,8,2024-06-15,1.79,2,187,8,016024-LNI-00152
1077449282982108745,Alloggi sui colli di Bergamo,48041167,Enrica,,Bergamo,45.70850250927193,9.63159302701416,Private room,43,1,0,,,2,267,0,
1077455327883919247,Sky House Sant'Orsola,558709600,Claudia,,Bergamo,45.6936350425617,9.667462433343518,Entire home/apt,96,2,8,2024-06-03,2.58,2,268,8,
1078067885447533541,"𝑺𝒂𝒕𝒊𝒏, in centro Bergamo",541353343,Barbara,,Bergamo,45.702380814440595,9.678651215344223,Entire home/apt,116,1,36,2024-06-27,7.30,2,69,36,016024-CIM-00684
1078458955534454247,Mini appartamento blu,536161901,Adriana Victoria,,Dalmine,45.649896278663185,9.594559377894361,Entire home/apt,70,1,4,2024-06-23,0.81,2,266,4,
1078783897363740820,Appartamentino con giardino,559010192,Asha,,Caprino Bergamasco,45.75482431133675,9.48294431372107,Entire home/apt,141,1,4,2024-05-19,1.21,1,174,4,
1078786017590581168,Le robe buone - Appartamento con vista,497265927,Silvia,,Fonteno,45.76257,10.0242,Entire home/apt,73,2,5,2024-06-07,3.00,1,304,5,
1078850636497616084,Appartamento Klimt,356913474,Mauro,,Bergamo,45.69164274125962,9.672713018646848,Entire home/apt,150,1,17,2024-06-24,4.81,6,201,17,
1078925329621851503,Casa in un borgo quattrocentesco,521986935,Federica,,Roncola,45.77926,9.562327999999999,Entire home/apt,70,1,1,2024-02-18,0.22,1,308,1,016185-CIN-00007
1079111942828565832,Stanza verde ai piedi di Città Alta BG,61414283,Jes,,Bergamo,45.705113030929596,9.684035719488461,Private room,56,1,17,2024-06-05,3.36,17,4,17,
1079570402816236770,Villa Colle,515515516,Jlenia,,Ranzanico,45.785603084097716,9.932720549404621,Entire home/apt,350,2,4,2024-06-02,1.30,2,233,4,
1079643921184542531,Casa Oasi 7 min in auto dall'aeroporto BG,559241918,Marco,,Seriate,45.67797989999999,9.73045550185243,Entire home/apt,70,1,13,2024-06-19,3.31,3,199,13,
1079647855497406009,Casa con piscina e giardino,434737942,Luca Battista,,Costa di Mezzate,45.664938,9.8086769,Entire home/apt,170,2,1,2024-06-23,1,1,146,1,
1080178124118114503,"agriturismo ""il vivaio""",541373668,Giulio,,Bergamo,45.6863514,9.6945043,Private room,79,1,5,2024-06-22,2.46,5,246,5,
1080208330073243533,"agriturismo ""il vivaio""",541373668,Giulio,,Bergamo,45.685163010759425,9.694214034691917,Private room,79,1,8,2024-06-24,2.70,5,249,8,
1080209268058788838,Xenia di Giò - Appartamento con giardino,559393450,Damiano Maria,,Caravaggio,45.4931861042655,9.647803196295163,Entire home/apt,92,1,0,,,1,89,0,codice CIR: 016053-LNI-00002
1080218378324769482,Stanza con bagno cucinacondivisa,556077635,Silvia,,Valgoglio,45.9754412,9.9131163,Private room,50,1,0,,,2,269,0,
1080409728581288178,Sky House Carrara,558709600,Claudia,,Bergamo,45.70520046658575,9.677432971163928,Entire home/apt,77,2,7,2024-06-10,2.88,2,267,7,
1080896426741614859,BEandBI Nuovo accogliente bilocale,119098888,Elisabetta,,Bergamo,45.694147,9.649837,Entire home/apt,79,2,12,2024-06-05,2.93,1,197,12,01602400826
1080947229557320155,Sulle piste da sci Monte Pora,45649880,Cristina,,Castione della Presolana,45.8911082645236,10.095655024051666,Entire home/apt,90,3,0,,,2,207,0,
1081180688350906729,"Casa Caterina 2, Riva di solto (Bg) Iseo Lake",219390501,Emilia,,Riva di Solto,45.77411733373212,10.038841560791091,Entire home/apt,95,2,0,,,2,112,0,
1081581537427328677,Agriturismo Green Valley,559198404,Diego,,Leffe,45.77909835358968,9.872070840253054,Entire home/apt,520,1,0,,,6,262,0,
1081924558927837089,"agriturismo ""il vivaio""",541373668,Giulio,,Bergamo,45.68600076021867,9.694090746508852,Private room,79,1,39,2024-06-29,8.73,5,234,39,
1081934239036851893,"agriturismo ""il vivaio""",541373668,Giulio,,Bergamo,45.68516241353905,9.693888704658798,Private room,79,1,38,2024-06-29,7.97,5,219,38,
1081942416619880184,"agriturismo ""il vivaio""",541373668,Giulio,,Bergamo,45.68667431716836,9.693796946741445,Private room,79,1,19,2024-06-28,4.19,5,246,19,
1082339912202207074,Camera tripla con vista montagna,559198404,Diego,,Leffe,45.778651036179774,9.871896821499746,Private room,44,1,0,,,6,269,0,
1082350793901733042,Camera Matrimoniale,559198404,Diego,,Leffe,45.77860014794732,9.873351599700346,Private room,44,1,0,,,6,266,0,
1082356280163559767,Camera doppia con vista montagna,559198404,Diego,,Leffe,45.77936881386807,9.872914868925092,Private room,44,1,0,,,6,267,0,
1082359365084188567,Camera singola vista montagna,559198404,Diego,,Leffe,45.77835,9.87303,Private room,44,1,0,,,6,267,0,
1082364451761025890,Camera singola,559198404,Diego,,Leffe,45.77976271222356,9.87165405006783,Private room,44,1,0,,,6,267,0,
1082438372322152285,Casa vacanza Bilocale,551643739,Casevacaza,,Bergamo,45.69032396829654,9.6718687025762,Entire home/apt,85,2,8,2024-05-27,1.97,13,365,8,
1082513475550583363,CasaAdeleOspedalePonteSanPietro,241652288,Cristina,,Presezzo,45.69675,9.57395,Entire home/apt,75,3,4,2024-05-03,1.40,3,351,4,016170-CIM-00004
1083118133766339767,(Bergamo) Città Alta Emy & Lu,263049270,Emy,,Bergamo,45.70543777809033,9.66392584800563,Entire home/apt,100,1,2,2024-04-29,0.92,2,219,2,016026-CNI-00426
1083367682107956883,Casa vacanze Tiffany,542427590,Giuseppe,,Ranica,45.725469592690644,9.722276581177619,Entire home/apt,55,2,29,2024-06-23,6.40,1,20,29,
1084055974035375638,Borgo D'Oro -Appartamento per famiglie [BG Center],61414283,Jes,,Bergamo,45.70379325023797,9.684178209370549,Entire home/apt,204,1,3,2024-06-27,1.58,17,330,3,
